	x	y	gene	sig	fc	cluster
TPK1	8.988470577	10.05980687	TPK1	0	0.902944364	3
MEX3C	-1.65678946	-6.063930938	MEX3C	0	0.373477981	16
DNAJA1	9.244926618	-4.777374098	DNAJA1	0	0.310201952	2
GDI2	8.380942851	-2.781174871	GDI2	0	0.365338527	4
SHROOM2	-4.270079395	-0.60211689	SHROOM2	0	-0.964144175	10
ANKRD13D	9.908232054	0.72422428	ANKRD13D	0	-0.286560016	3
BOP1	-5.363379531	-11.40147296	BOP1	0	-0.472539108	9
UBAP1L	8.445016399	8.211348773	UBAP1L	0	-0.662439758	5
WBP1	-3.814272229	-10.23795396	WBP1	0	0.312063725	10
CRISPLD2	-12.06359879	-0.227159099	CRISPLD2	0	-0.754525826	3
PDZD2	10.49781998	20.43342632	PDZD2	0	-0.59766712	2
RRP9	-5.642870024	-10.91228185	RRP9	0	0.50070241	6
DSCAM	11.32479087	19.17938975	DSCAM	0	-0.846395199	17
BROX	1.8455711	-3.233994556	BROX	0	0.387129453	4
STX5	2.894979212	0.286835952	STX5	0	0.236865825	6
WRAP53	-7.622972458	-10.48897672	WRAP53	0	0.364056796	10
UACA	-6.568373811	3.759179345	UACA	0	0.676744945	9
ZBTB10	-1.590362297	-1.409034509	ZBTB10	0	0.389791222	9
SSR2	3.225521804	-12.2266932	SSR2	0	0.348683069	3
TOMM34	-0.208010478	-8.966617745	TOMM34	0	0.445054666	17
CDYL2	5.852981471	9.925477876	CDYL2	-1	-1.160109244	1
MAML3	0.411097116	11.97804181	MAML3	0	0.77720324	2
FNDC10	-11.03707815	0.230654889	FNDC10	0	-0.73821694	3
NTN1	-7.687087548	4.146041594	NTN1	1	1.743925554	19
PML	-5.796482196	-5.530924416	PML	0	0.30866547	6
DOCK1	-5.045995534	8.590447644	DOCK1	0	0.896012281	17
SLC22A14	-3.810043666	-4.12099828	SLC22A14	-1	-1.22523767	1
PACC1	-6.768448406	7.003480845	PACC1	0	0.319504477	17
CLIC2	-2.840407397	-3.86741874	CLIC2	0	-0.871659479	2
PCYOX1L	-2.169258135	-6.754086291	PCYOX1L	0	-0.227439849	10
RIPOR3	-13.05253875	-1.66169328	RIPOR3	1	1.651942813	5
SLC22A15	4.464074167	14.48851603	SLC22A15	0	-0.689387865	17
SLC4A8	7.09309754	14.66495315	SLC4A8	0	-0.286642548	3
ADAMTS6	-1.132754596	9.662351653	ADAMTS6	1	1.021662594	4
CLK3	-3.135985148	-10.60564818	CLK3	0	0.483791408	9
LGI4	3.846246026	5.725006906	LGI4	0	-0.780931114	2
ANKFN1	0.65294501	10.26058218	ANKFN1	1	1.051509862	2
SLC2A4	-11.09980284	-13.18851197	SLC2A4	0	0.979975317	4
MOB3A	-3.769796573	-5.369628736	MOB3A	0	-0.402461128	23
SNRPB	-17.14945528	-4.898666561	SNRPB	0	0.420564632	9
DSCC1	-8.561375121	-4.576966541	DSCC1	0	0.939436503	1
SLC39A4	-10.06282857	-13.42705024	SLC39A4	1	1.336675924	7
PAXBP1-AS1	-2.189076373	-3.73026693	PAXBP1-AS1	0	-0.383887266	3
TTC7A	-0.139411827	6.302275643	TTC7A	0	-0.414671089	1
ALKBH6	-2.710896125	-9.48609117	ALKBH6	0	-0.511335386	7
TOP2B	11.29490052	7.925564341	TOP2B	0	-0.209663807	9
SLC1A4	-0.547281408	5.82840478	SLC1A4	0	-0.251107494	19
TMEM161B	8.192860502	3.97657584	TMEM161B	0	0.467832924	2
DDIAS	-9.154923267	-7.968071294	DDIAS	1	1.231072948	1
PRPSAP1	10.82650242	1.957824482	PRPSAP1	0	-0.169500054	1
NAT10	5.089768664	2.333510987	NAT10	0	0.197843243	5
IQSEC1	7.510790221	13.5444783	IQSEC1	0	-0.275629495	5
RCAN3	-8.145866917	2.646290934	RCAN3	0	0.99687433	3
CDC42EP1	-13.03564678	-1.873037337	CDC42EP1	0	0.817867464	5
C4orf33	-1.698866985	-3.609518547	C4orf33	0	-0.399148388	11
EIF3E	12.06469311	6.217661819	EIF3E	0	0.62475971	1
IMPA2	-3.57607063	-17.37738719	IMPA2	0	0.909200737	15
TUSC3	12.40949563	14.81829415	TUSC3	0	-0.312820138	6
CIR1	8.420574613	-0.891825273	CIR1	0	0.479656022	10
PLCB2	-12.45002961	-5.844386275	PLCB2	0	-0.718253132	3
NKX6-2	-6.826913834	8.316065825	NKX6-2	1	1.63138464	6
NPL	-6.586009288	4.732350801	NPL	0	-0.780956418	3
TNNI3	-16.03489997	-8.544282187	TNNI3	1	1.151591777	17
TRAF3IP1	7.758377501	6.822124135	TRAF3IP1	0	0.281458298	3
CTSLP2	-9.948234082	-11.84815775	CTSLP2	0	-0.902923551	20
C7orf25	-5.611484894	-11.62826626	C7orf25	0	-0.378779776	5
ETV2	-11.06202945	-13.77699419	ETV2	0	-0.881905888	17
RABGGTB	-1.002867763	-5.32134285	RABGGTB	0	0.379918267	3
RITA1	-3.293308536	-10.51484343	RITA1	0	-0.324773733	2
CEACAM19	-6.039547511	-5.316780247	CEACAM19	0	-0.682046452	3
LIMK1	2.75067545	2.748547667	LIMK1	0	0.218730275	6
DAB2	-13.1642195	-4.258273609	DAB2	1	1.561854725	16
PUF60	2.238669058	-12.22399996	PUF60	1	1.116560936	5
CIC	-4.055003293	-8.665908715	CIC	0	-0.345544931	2
MRPL2	-7.815548139	-14.97185819	MRPL2	0	0.411783894	3
FAF2	6.539264832	4.101100106	FAF2	0	0.248599266	3
RAB11FIP5	-4.897105701	-5.274601322	RAB11FIP5	0	0.337174385	10
NUP153	9.444480169	7.718810471	NUP153	0	0.371560767	2
CEP44	5.966632629	0.507819922	CEP44	0	0.556292213	12
LTN1	9.698191761	2.982412993	LTN1	0	0.601735147	3
ZNF607	-7.045712349	-16.50984201	ZNF607	0	-0.239360899	10
P2RX2	-11.36551764	-1.603800153	P2RX2	-1	-1.199325774	3
TRIM32	-1.768477923	-7.215639213	TRIM32	0	-0.351595333	2
SERTAD1	-15.29397344	-2.642489669	SERTAD1	0	0.588259427	9
DZIP1	10.70165131	11.45076557	DZIP1	0	-0.225518924	16
PABIR3	-5.723464423	-1.756836169	PABIR3	0	0.445258352	5
ACOX3	2.643668023	0.8623287	ACOX3	0	-0.285466338	6
NAGPA	10.34424435	-0.254327569	NAGPA	0	-0.742322142	3
ENOX1	9.416036258	18.91851389	ENOX1	0	-0.446351998	12
PCSK2	11.8824133	18.59714298	PCSK2	0	0.987279733	5
WDR97	-3.692385185	-8.984857691	WDR97	0	-0.751346376	10
SPTSSA	-0.292430296	-13.78549416	SPTSSA	0	0.38835047	7
ATRAID	0.488339324	-13.47635323	ATRAID	0	0.376919221	5
ACSL6	-1.424895104	2.653382258	ACSL6	0	-0.602958865	2
ICA1	12.50185914	15.00339842	ICA1	0	-0.505095459	2
C3orf38	5.78716484	0.231086336	C3orf38	0	0.381078682	3
SCAMP1	13.39899562	6.018985857	SCAMP1	0	-0.344187023	18
NPDC1	-1.721654303	2.017214939	NPDC1	0	-0.538737918	3
C2CD2	2.739436795	6.673320849	C2CD2	0	-0.540022273	5
LSM12	-4.397317443	-4.829123516	LSM12	0	0.383032135	14
HERPUD2	5.855061268	2.111351675	HERPUD2	0	0.332778748	4
ZNF460	-6.440608808	-7.563708043	ZNF460	1	1.179895022	17
MSI2	5.122067602	15.93694368	MSI2	0	0.592392529	3
DLEU1	0.172361196	7.101293767	DLEU1	0	0.754489177	5
TRIQK	8.681998504	4.94998803	TRIQK	0	0.395857627	2
EME1	-8.636428891	-11.56153752	EME1	1	1.12117273	2
UBE2N	9.675523773	-2.969451223	UBE2N	0	-0.322440533	5
FAAP20	-1.645547462	-10.25749777	FAAP20	0	-0.488044985	1
ARFGAP2	1.39940015	-7.282597168	ARFGAP2	0	-0.236912819	10
PTPN21	3.263681505	0.570800731	PTPN21	0	0.343295896	16
ZC4H2	7.894525405	7.684887054	ZC4H2	0	-0.200471502	14
CEP350	10.13557776	12.95121055	CEP350	0	0.427868107	10
BCKDHB	9.652725763	11.93286762	BCKDHB	0	0.44580114	19
MAST4	11.54331264	18.02861536	MAST4	-1	-1.321371107	1
HDAC10	-4.120652242	-8.687312833	HDAC10	0	-0.592632753	3
STK25	4.028790007	-2.847303392	STK25	0	-0.303545525	3
KCNJ6	12.52387873	18.11937347	KCNJ6	0	-0.954650699	4
RNF112	2.127858877	-3.364331494	RNF112	0	-0.436339822	6
NOS3	-12.18154454	-5.722026727	NOS3	1	1.102568809	11
WDR1	-11.05371233	0.694614461	WDR1	0	-0.529539705	10
GNA13	-0.853006667	5.682249005	GNA13	0	0.421512911	2
GDI1	9.924405855	-3.612682813	GDI1	0	-0.21846398	2
PARP3	-10.73012389	-11.64837002	PARP3	0	-0.324204863	4
BCL6B	-13.53812251	-4.944185895	BCL6B	1	1.666654442	1
MEN1	-4.526307348	-10.47654259	MEN1	0	0.201170564	4
ZNF428	7.052698503	-9.792604253	ZNF428	0	-0.532495846	17
ULK2	9.17264066	10.23566936	ULK2	0	-0.256529707	6
GLRX	3.386392766	-10.49082812	GLRX	0	-0.316822407	2
CACNA2D2	-4.490982606	5.963603074	CACNA2D2	0	-0.543472348	4
PCNP	10.7227247	5.474896628	PCNP	0	0.388728352	2
NOL3	-9.894615583	-3.542062486	NOL3	0	-0.630794462	3
GSDME	-4.891426565	0.438462506	GSDME	0	-0.233575041	18
DPY19L4	3.053950653	-0.092498308	DPY19L4	0	0.453315353	9
RERE	9.669001	17.89682389	RERE	0	-0.269181555	10
PELI2	0.207910338	9.726039661	PELI2	0	0.591982474	6
DPY19L3	3.14496611	9.575770403	DPY19L3	0	0.345404473	6
ZNF710	-2.91683075	4.839282942	ZNF710	0	0.259761553	10
TLR9	-12.49428562	-10.49915074	TLR9	0	-0.599623993	17
CXADR	3.75587957	9.523279541	CXADR	0	-0.480042163	1
MERTK	-8.102958237	4.931458943	MERTK	0	0.818590303	6
CNIH3	4.036467346	10.73781053	CNIH3	0	-0.471128342	3
GBGT1	-9.365443018	-8.699867548	GBGT1	1	1.333998084	5
GALNT8	-1.381643842	8.055307275	GALNT8	0	-0.630382029	1
UVRAG	9.253153266	15.20483122	UVRAG	0	0.340325155	5
UBE2V2	9.639468203	-4.446565574	UBE2V2	0	-0.267650851	16
CYB561	2.980226907	-5.653774874	CYB561	0	-0.44605201	6
USP36	3.475313971	1.930977268	USP36	0	0.794750413	4
SFTPD	-7.710163087	-5.778746195	SFTPD	0	-0.864467875	2
PPP4R2	9.970488788	6.388659228	PPP4R2	1	1.034896939	3
EMID1	-8.033949383	3.273959916	EMID1	0	-0.445754874	5
TMEM209	-1.685722543	-4.512721623	TMEM209	0	0.438835828	2
KIF13B	-5.499634625	8.964696838	KIF13B	0	-0.396384433	10
SLCO4A1	-8.532469751	-2.946969847	SLCO4A1	0	-0.693833878	4
ADAMTS17	-2.228062986	9.586995703	ADAMTS17	-1	-1.499607083	6
ELL	-2.584451143	-2.672778139	ELL	0	0.450508085	9
SNORD115-46	2.552323065	9.204516089	SNORD115-46	0	-0.660324862	8
MARK3	10.12603944	14.96730449	MARK3	0	-0.205450186	5
ARHGEF39	-15.2332386	-6.555695761	ARHGEF39	0	0.598783203	6
VAMP5	-15.37739641	-2.276742168	VAMP5	1	1.790201502	3
ODAD2	-9.616206069	4.71383519	ODAD2	1	1.169100032	3
SMAD7	-6.304894641	-1.603123325	SMAD7	0	0.396800032	14
SMARCD1	-2.950378722	-7.786444836	SMARCD1	0	0.201405457	3
RNF169	8.887290015	6.426804467	RNF169	0	0.892568769	4
MT1F	-15.06226345	-1.107462553	MT1F	1	1.530826915	3
BCAR1	0.530785886	-0.834847093	BCAR1	0	-0.299893332	4
KCND2	11.08466743	19.18429974	KCND2	0	-0.725297865	25
SPRY1	-12.07154519	0.500777645	SPRY1	0	-0.716919833	9
TMEM221	-15.04389014	-8.056261822	TMEM221	0	0.768219576	1
OLFML2A	-10.73402609	-1.725021342	OLFML2A	1	2.974297888	12
LYNX1	5.135446179	-4.520552187	LYNX1	0	-0.395705071	3
MOSPD3	-2.824547017	-11.47814366	MOSPD3	0	-0.447710293	2
ADAMTS14	-11.23239173	-1.173873106	ADAMTS14	1	1.077724807	4
GMCL1	9.134815612	8.677527393	GMCL1	0	0.437727104	17
MFAP3	8.286461527	4.995241871	MFAP3	0	-0.414198592	1
RBMX	11.87286968	6.358090761	RBMX	0	0.255941325	4
MMP17	5.093512872	7.802957572	MMP17	0	-0.611686294	18
SLC6A8	-2.561101275	-9.435624885	SLC6A8	0	0.256378765	5
PLPP2	-12.74714609	-1.680251826	PLPP2	0	0.759690189	4
CSPG4	-12.56840486	-0.367893379	CSPG4	0	0.715940539	3
PCMT1	12.93657967	7.301176241	PCMT1	0	-0.249758737	23
NUS1	6.556366707	3.165373177	NUS1	0	0.343509817	9
ARL4C	-2.190104042	10.62406732	ARL4C	0	-0.313684178	10
SNHG21	-5.144942364	-8.509735429	SNHG21	0	0.676980229	10
EEF1A1	10.29267012	-9.239842121	EEF1A1	0	0.457357394	9
FIBP	2.882501469	-11.67099982	FIBP	0	-0.497553943	8
MTMR12	7.022312993	9.892738204	MTMR12	0	0.374289228	15
FBXL16	3.87797861	4.396375208	FBXL16	0	-0.257817736	19
ATP2B1	11.65445908	17.74363446	ATP2B1	0	-0.419150824	16
TGFB1I1	-14.03803455	-3.171492283	TGFB1I1	0	0.929180078	4
CMBL	-6.266391053	-4.162776343	CMBL	0	0.713217767	3
NOP53	-9.735980304	-15.17424999	NOP53	0	0.559894416	5
ITGB8	0.988786001	12.91857998	ITGB8	1	1.289478944	5
KPNB1	11.64269013	8.453023951	KPNB1	0	0.411609386	10
STK38L	8.785852793	5.361220515	STK38L	0	0.374434237	2
PLGLB2	-7.651009133	-16.39647189	PLGLB2	1	1.169085133	3
SNX11	-6.296765172	-11.6398169	SNX11	0	0.246193355	14
MBLAC2	1.432995127	-2.546568363	MBLAC2	0	-0.510556539	1
DAAM1	12.02708024	16.31832239	DAAM1	0	-0.19632678	15
NPTX2	-2.95318171	5.655297025	NPTX2	0	0.85167593	1
ZNF215	-1.040197631	-4.11059752	ZNF215	0	-0.843435006	6
USP8	8.860584089	7.314488603	USP8	0	0.505139132	1
PRR35	-10.6087221	-1.302202597	PRR35	-1	-1.656156583	10
TWSG1	6.184017019	3.437053539	TWSG1	0	0.556596369	10
FBXO15	-0.862531767	-0.882701158	FBXO15	0	-0.645637517	10
ZWINT	-16.99975454	-5.208038277	ZWINT	0	0.910655007	8
KCNB2	11.83122093	19.28923348	KCNB2	0	-0.586161693	3
PBRM1	9.934861513	11.58131559	PBRM1	0	-0.213026173	5
NIBAN3	-10.20181306	-7.930444544	NIBAN3	-1	-1.037750258	10
GET4	-3.463335888	-9.497141869	GET4	0	0.426117218	19
PPP1R3G	-10.28514489	-10.80230104	PPP1R3G	1	1.136749164	3
SLITRK3	-5.365774808	-0.362311997	SLITRK3	0	-0.440061347	2
SPC24	-16.3099788	-6.117720042	SPC24	1	1.075546789	12
RBP5	-10.74531364	-8.092908016	RBP5	0	-0.491897898	19
RAD51D	-0.526005519	1.567118333	RAD51D	0	-0.449257185	1
CACNG8	6.658778209	10.46430933	CACNG8	0	-0.62925215	3
GPAT2	-11.46501755	-13.33274443	GPAT2	0	-0.667535174	4
SLIT1	6.536846191	12.88939661	SLIT1	1	1.261778901	7
NADK	-5.017224099	-5.721894883	NADK	0	0.301755617	4
SUSD5	-4.28563852	1.189572893	SUSD5	-1	-1.000614329	17
HEXA	5.743106098	4.769763462	HEXA	0	0.344346402	17
DBN1	2.416280976	-6.293788719	DBN1	0	-0.208812773	6
FBXO6	-9.668984385	-9.223900089	FBXO6	0	-0.524424952	5
SLC25A5	7.537117027	-7.849687024	SLC25A5	0	0.37725297	1
ECE1	3.777324264	5.98075403	ECE1	0	0.532159681	10
ERLEC1	8.421992537	-1.579538711	ERLEC1	0	0.32344999	15
ARHGAP33	-2.904891743	-8.107790719	ARHGAP33	0	-0.49878257	3
ANPEP	-12.39173809	-4.358633851	ANPEP	1	1.142398897	17
SHH	-10.70587597	-2.191897899	SHH	1	5.15255699	4
LRRC3B	0.550361215	10.26762303	LRRC3B	-1	-1.713631218	20
NEXMIF	10.60806776	12.51386994	NEXMIF	0	-0.531947948	6
TMEM45A	-6.576295826	-0.039122585	TMEM45A	0	0.429391584	1
CYP1A1	-9.182314168	-12.19432622	CYP1A1	0	-0.503036305	2
PRSS8	-14.75487032	-0.523127459	PRSS8	1	1.177758832	1
LINC00581	-9.262618755	-0.548587167	LINC00581	-1	-1.290551552	4
ST3GAL4	-6.374960074	6.971022373	ST3GAL4	0	-0.366463586	10
EFCAB5	5.453520271	2.878240969	EFCAB5	0	-0.592210384	3
NOL8	-0.127520403	-4.630275164	NOL8	0	0.393589973	19
ZBTB25	6.110114248	1.687336048	ZBTB25	0	0.634879796	1
SEC23A	9.978904191	5.188731996	SEC23A	0	0.377244164	7
PCDHA5	-8.26743616	-10.40651668	PCDHA5	1	1.177770966	6
CHSY3	11.21075471	18.68486725	CHSY3	-1	-1.131608572	2
SH2D5	-7.202174289	-2.310459517	SH2D5	0	-0.569819967	13
PNO1	2.019852412	-3.317020252	PNO1	0	0.539322141	4
KCNJ2	-6.893725648	7.943880865	KCNJ2	0	-0.862147744	4
CTDSPL	8.573034768	15.03994359	CTDSPL	0	-0.347037302	3
TICRR	-15.59170939	-6.205372623	TICRR	0	0.739709196	3
SIKE1	1.016347372	-4.728755623	SIKE1	0	0.46171239	19
KNTC1	-4.570412954	-3.448457212	KNTC1	0	0.502823814	10
EIF2B2	-1.14724877	-12.78935607	EIF2B2	0	0.336337303	1
RPS5	10.27682074	-8.704071585	RPS5	0	0.490829266	9
CRHR2	-8.0043772	2.261128806	CRHR2	-1	-1.079572036	1
KLF16	-4.98419022	-12.08044735	KLF16	0	0.579925624	11
VPS29	8.653604306	-3.955064742	VPS29	0	-0.2744863	10
HK1	7.49415646	8.37054594	HK1	0	-0.529548458	5
MRPL18	1.978159946	-11.99706652	MRPL18	0	0.339949508	6
WASIR2	-5.982341539	-14.04494534	WASIR2	-1	-1.178929059	19
ATP1B1	12.80642954	17.14829048	ATP1B1	0	-0.422050575	3
KCNJ10	-7.748104396	6.987807818	KCNJ10	0	0.823321244	5
COPZ2	-11.06277631	-9.711151511	COPZ2	0	0.918802079	5
HSPD1	8.991485475	-4.982356296	HSPD1	0	0.221499315	20
TIMM10B	-1.720661772	-15.37396992	TIMM10B	0	0.553124841	3
PTGES	-10.99497153	-13.97481001	PTGES	0	-0.451496974	19
TOPORS	1.483060387	-8.366548476	TOPORS	0	0.307737311	1
PDE4DIP	9.533884477	11.53065295	PDE4DIP	0	-0.31488327	3
FLYWCH1	5.176523241	3.790555702	FLYWCH1	0	-0.259143224	17
NEURL1B	-5.914234291	0.290607751	NEURL1B	0	0.261781611	7
ZMYM5	6.814758305	4.309012359	ZMYM5	0	0.581570702	3
C6orf118	-12.64079878	-2.86599653	C6orf118	0	0.778952691	3
RTN3	10.5282963	18.10398423	RTN3	0	-0.24748551	10
IFT20	8.84915276	-0.174897593	IFT20	0	0.367605308	1
HIBCH	9.666265344	13.26420348	HIBCH	0	-0.243911148	1
HAVCR2	2.363027855	1.552738545	HAVCR2	0	-0.627869125	10
RPS20	10.30587873	-9.035047293	RPS20	0	0.466781071	2
MTG1	0.351783397	-0.484733389	MTG1	0	-0.723679117	10
RRP1B	4.168007403	-0.924262028	RRP1B	0	0.266454328	10
API5	7.680920743	2.489588543	API5	0	0.255551089	3
SLC30A6	7.688456039	2.786986785	SLC30A6	0	0.408250457	9
STX16	-0.83978248	2.806938335	STX16	0	0.286403621	3
NELFA	7.49410287	9.450158107	NELFA	0	0.232606585	5
MBOAT2	8.042430687	15.07840364	MBOAT2	0	-0.212985067	19
HTATIP2	-0.997186215	-5.657352627	HTATIP2	0	0.832414958	17
ERFE	-13.34346214	-12.41538084	ERFE	0	0.870946062	5
POU4F2	-13.38100089	-14.49379285	POU4F2	-1	-4.717422744	5
POLR2J2	-9.878883245	-9.176930763	POLR2J2	1	1.59624581	2
ETFA	0.977246027	5.169596258	ETFA	0	0.296915017	3
MIS12	-1.4471731	-8.809972565	MIS12	0	0.298717106	10
EIF1AD	-7.412681307	-10.89750963	EIF1AD	0	0.344730433	5
NFXL1	7.783790145	3.093206547	NFXL1	0	0.445405852	10
ZNF446	-5.090962619	-10.00946499	ZNF446	0	-0.266318088	5
UPF1	-0.64504972	-6.996134464	UPF1	0	0.199487643	2
KIF26A	-13.18676309	-6.514527309	KIF26A	0	0.778693304	1
BBS5	8.904688455	1.218628497	BBS5	0	0.2191441	3
POU3F3	-5.278263872	-16.82248569	POU3F3	0	0.672126954	6
ISG20	-12.00178128	-3.713214082	ISG20	0	0.9763752	19
SMUG1	-0.608194224	-10.56385607	SMUG1	0	-0.269040749	6
PRECSIT	-11.38699585	-8.597334801	PRECSIT	0	-0.825532501	1
TMEFF2	9.186909088	19.05665454	TMEFF2	0	-0.725784848	16
PARVG	-12.09088807	-4.834503118	PARVG	1	1.145488011	10
KLHDC4	-2.963799953	-3.515345467	KLHDC4	0	-0.505689189	5
CENPM	-16.86515935	-5.083772159	CENPM	0	0.686515666	5
CSK	-8.369768948	-0.781270534	CSK	0	-0.361742335	3
ACTR10	12.5391683	6.902131773	ACTR10	0	-0.311015934	6
UROS	9.203350474	-1.035703965	UROS	0	-0.471190801	9
AKR7L	-11.87148382	-10.78427865	AKR7L	0	-0.708624676	9
RWDD4	-2.527975606	-6.417266088	RWDD4	0	0.431392555	19
BTF3	10.04108897	-8.483136024	BTF3	0	0.488016226	6
BTAF1	10.53326868	10.24743009	BTAF1	0	0.627545782	4
RNF139	-0.828344437	-6.331737632	RNF139	0	0.308524397	2
RGPD2	-9.814706228	-10.54672077	RGPD2	1	1.653480608	7
MAP10	-7.937448753	-10.08804881	MAP10	1	2.444509969	2
S1PR3	-12.07548308	-0.057251653	S1PR3	1	2.201903322	19
CDK15	-7.684559032	0.628860919	CDK15	-1	-1.981503097	2
CASQ1	-6.783606892	-13.965987	CASQ1	1	1.607831184	5
RASSF8	-0.765193487	9.327813033	RASSF8	0	0.492439464	3
KDM6B	-3.969212143	-7.980185173	KDM6B	0	0.383985577	1
FLJ20021	-5.705717891	-8.669908475	FLJ20021	0	-0.641946645	14
RTKN	-12.38882146	-1.083711034	RTKN	0	0.468492124	10
RBM45	5.810552739	0.926342752	RBM45	0	-0.339616268	10
EIF3I	2.195847479	-12.64847167	EIF3I	0	0.359971477	6
CDC14A	-7.865855858	5.058571097	CDC14A	0	0.79152057	7
CHRD	2.795863009	-5.243155723	CHRD	0	-0.552059854	23
PAPOLA	11.58006335	11.06285043	PAPOLA	0	0.299942085	7
ARTN	-10.84889022	-4.15777089	ARTN	0	-0.816718829	19
RNF180	10.76628738	12.00853453	RNF180	0	-0.806428992	1
RPF1	-1.739225016	-6.392513923	RPF1	0	0.331637916	6
EHD2	-11.10106973	-2.944792704	EHD2	0	0.791771235	1
ITGBL1	-6.306404148	5.78370695	ITGBL1	0	-0.934262125	2
RFX3	10.02462561	17.3609513	RFX3	0	0.526302101	17
TSC22D4	-7.339629441	7.721079352	TSC22D4	0	0.378394456	25
ARHGEF9	11.60822543	13.63172062	ARHGEF9	0	-0.290653559	6
GPR83	-10.15273604	0.820172673	GPR83	0	0.843249425	3
RPAP1	-4.197526466	-6.255918945	RPAP1	0	0.279556874	6
ARHGAP5	7.657134458	14.94024747	ARHGAP5	0	0.339499825	2
NOL11	-1.606574381	-5.927065348	NOL11	0	0.234216512	10
PTS	8.599739116	-1.97838082	PTS	0	-0.285958641	18
VWA1	-12.97737771	-1.284928309	VWA1	0	-0.742814862	9
FBXO3	9.664048147	4.6001092	FBXO3	0	-0.289033086	2
URB1	5.754616535	2.631859902	URB1	0	0.450548697	5
TMEM106B	12.90726884	5.920200471	TMEM106B	0	0.474723851	25
CATSPERG	-5.310373354	-3.523090554	CATSPERG	0	-0.652986291	16
GRM4	-4.120456657	5.066180155	GRM4	0	-0.896222704	10
LRGUK	2.266137681	5.940499186	LRGUK	0	0.929620786	14
FAM222A	-6.434765312	6.821959234	FAM222A	0	0.404620173	11
EXOSC5	-0.955137335	-13.15362054	EXOSC5	0	0.648694121	10
KDM4C	9.658100677	15.56367279	KDM4C	0	-0.247665816	5
FAAP100	-4.044120843	-9.782307366	FAAP100	0	-0.353542795	6
GBF1	9.426283651	11.16730062	GBF1	0	0.37472642	2
ORC1	-11.10146593	-7.431618905	ORC1	0	0.760951176	3
THAP12	0.544042515	-3.031427126	THAP12	0	0.272588971	17
SP9	-10.49032534	1.411921695	SP9	1	1.323841593	16
DNHD1	8.207299978	5.941575992	DNHD1	0	0.909343198	2
VMP1	10.35502998	11.65342096	VMP1	0	0.270723556	10
CDCA7	-11.41522256	1.608683849	CDCA7	0	0.671844803	9
CTNNA1	1.218613128	7.840892723	CTNNA1	0	0.408947625	7
ANKRD34B	-9.047877141	2.870151384	ANKRD34B	0	-0.812830936	17
ADGRB1	5.037900326	7.621850796	ADGRB1	0	-0.593569245	1
CDS2	11.10794862	5.647810052	CDS2	0	-0.241544835	9
FAM221A	-3.429409984	-2.158238007	FAM221A	0	0.400673549	3
PBXIP1	-13.0753727	-0.364266301	PBXIP1	0	0.921151934	16
FBXO27	2.25539613	1.515274249	FBXO27	0	0.457445193	13
ECEL1	-10.21122329	2.272494884	ECEL1	0	-0.543897712	15
LAMP5	5.412789783	-5.777602523	LAMP5	0	0.589207589	6
ARAF	-6.317826104	-11.01086286	ARAF	0	0.384746598	19
BAZ2B	7.864298425	16.15095975	BAZ2B	0	0.260325176	10
SAT1	2.061549059	8.48362145	SAT1	0	0.733196854	4
KLHDC10	10.06066109	11.81475262	KLHDC10	0	0.343546636	10
LRRN1	3.820207038	11.16517722	LRRN1	0	0.546945701	3
VCX3B	-11.45520073	-11.6054907	VCX3B	-1	-1.901387144	13
NANP	-8.354034161	-8.72885775	NANP	0	0.420150478	10
CENPH	-16.34800544	-5.736633038	CENPH	0	0.361426631	1
PROK1	-10.89350251	1.173664063	PROK1	1	2.081080992	2
PRTG	-7.841707082	3.578141179	PRTG	1	1.073430089	12
ARSK	-2.202939537	-2.504561243	ARSK	0	0.446671781	18
NGDN	-0.124673492	-11.70144106	NGDN	0	0.356793575	5
HIVEP3	10.62217282	17.5840347	HIVEP3	0	-0.33148258	6
ZNF217	-12.18931459	-3.943449977	ZNF217	0	0.686579299	4
SLC22A7	-16.23298376	-8.659555174	SLC22A7	0	-0.963098884	7
TNIP1	-4.389434754	-5.141821033	TNIP1	0	0.525872123	18
TEX9	1.316539824	5.96949434	TEX9	0	0.756412793	4
FBXW9	-5.663370655	-10.31564361	FBXW9	0	0.416365385	1
PDAP1	3.004241711	-11.12789029	PDAP1	0	-0.211837742	4
TMOD4	-11.92497021	-9.712788554	TMOD4	0	-0.828186718	17
XAB2	-6.179811977	-12.16495545	XAB2	0	0.417942311	2
SCARF2	-9.340490454	-2.709523399	SCARF2	0	0.457321432	6
IGF2BP3	-8.545776408	3.170088687	IGF2BP3	0	0.478939273	17
CDK11B	-4.727693006	-6.877489349	CDK11B	0	0.265981381	5
CDC42SE1	0.045859419	3.807516292	CDC42SE1	0	-0.282323235	3
OPTN	4.944734387	7.516373452	OPTN	0	-0.294744883	4
SLC39A8	-2.23077711	-0.762267312	SLC39A8	0	0.772332421	17
ZBTB39	-8.436297323	-10.83572135	ZBTB39	0	0.770888874	10
WASHC4	8.39597155	3.552869102	WASHC4	0	0.379641185	8
SMC3	8.511713794	-2.732927433	SMC3	0	0.396503099	2
GALP	-2.079512329	-14.55019791	GALP	0	0.713537174	14
HNRNPAB	-18.2708443	-4.441075446	HNRNPAB	0	0.207120707	14
